,link_name,num_shares,status_message,status_type
1762,Timeline Photos,2,"Hoverboard avec un sac de transport gratuit à 399dt ...
http://www.mytek.tn/recherche?controller=search&orderby=position&orderway=desc&search_query=hoverboard+577&submit_search",photo
1763,Timeline Photos,2,"Smartphone LENOVO K6 Power 4G à 399dt au lieu de 439dt.
http://www.mytek.tn/recherche?controller=search&orderby=position&orderway=desc&search_query=lenovo+k6+power&submit_search",photo
1764,Timeline Photos,2,"Payez votre Pc Portable en 12 fois sans Intérêt ...
http://www.mytek.tn/recherche?controller=search&orderby=position&orderway=desc&search_query=P2430UJ&submit_search",photo
1765,Timeline Photos,2,"Passez à une résolution UHD avec le téléviseur 55'' curved de TCL...
http://www.mytek.tn/tv-led-tunisie/10720-televiseur-tcl-55-quhd-curved-4k-smart-tv-55c1cus.html",photo
1766,Timeline Photos,2,"PC Portable ASUS E402SA Dual-Core 4 Go 500 Go  à 469dt
http://www.mytek.tn/pc-portable/9921-pc-portable-asuse-402sa-dual-core-4-go-500-go-bleu-.html",photo
1767,Timeline Photos,2,"Sécurisez vos proches et vos biens avec le pack de vidéosurveillance Dahua : HCVR 4 channels + 2 caméras externes 2MP + 2 caméras internes 2MP + Disque dur de surveillance Segate 1To à 1099dt.
http://www.mytek.tn/pack-de-video-surveillance-tunisie/10328-enregistreur-video-dahua-hcvr4104-4ch-tribird-720p-lite-1u-4-cameras-disque-dur-1to.html",photo
1768,Timeline Photos,2,"Désormais, Votre magasin Charguia I sera ouvert chaque dimanche de 9h00 à 17h00. 
http://www.mytek.tn/content/39-point-de-vente-charguia-i",photo
1769,Timeline Photos,2,"Réfrigérateur BEKO 390 Litres Blanc + Micro Onde gratuit à 1099dt au lieu de 1299dt
http://www.mytek.tn/refrigerateur-tunisie/8138-refrigerateur-beko-385-l-no-frost-rdne390m21w.html",photo
1770,Timeline Photos,2,"La marque Garmin débarque chez MyTEK...
http://www.mytek.tn/recherche?controller=search&orderby=position&orderway=desc&search_query=garmin&submit_search=",photo
1771,Timeline Photos,2,"Chez Mytek, les appareils photos Samsung sont disponibles à prix fou !!
http://www.mytek.tn/appareil-photo-numerique-tunisie/10316-appareil-photo-samsung-dv-100.html
http://www.mytek.tn/appareil-photo-numerique-tunisie/10319-appareil-photo-samsung-st77.html",photo
1772,Timeline Photos,2,"Enceinte MACRO K-101 avec télécommande :Port USB - Bluetooth
http://www.mytek.tn/haut-parleur-tunisie/9929-enceinte-macro-k-101-20.html
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)",photo
1773,Timeline Photos,2,"Machine à Laver TOP BEKO 11KG à prix imbattable !!
http://www.mytek.tn/machine-a-laver/8000-machine-a-laver-top-beko-11kg-silver.html
http://www.mytek.tn/machine-a-laver/7999-machine-a-laver-top-beko-11kg-.html
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
Livraison sur toute la Tunisie.",photo
1774,Timeline Photos,2,"Découvrez la nouvelle gamme Série A (2017) des smartphones Samsung. 
https://www.facebook.com/samsungmobiletunisie/app/1662223530749486/",photo
1775,Timeline Photos,2,"Enceinte MACRO K-101 avec télécommande :Port USB - Bluetooth
http://www.mytek.tn/haut-parleur-tunisie/9929-enceinte-macro-k-101-20.html
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)",photo
1776,Timeline Photos,2,"Un PC Gamer ASUS ROG i7-7700HQ 7è Génération + GTX1050 4Go + Windows 10 original et 2 ANS de Garantie à 2299 DT au lieu de 2699DT !!!
http://www.mytek.tn/pc-gamer-tunisie/9130-pc-portable-asus-rog-gl753ve-i7-7e-gen-8go-1to128-go-ssd.html",photo
1777,Timeline Photos,2,"Protéger vos bien avec les coffres forts YALE
http://www.mytek.tn/recherche?controller=search&orderby=position&orderway=desc&search_query=coffre+yale&submit_search",photo
1778,Timeline Photos,2,"Pc Portable VEGA BOOK Quad-Core 2Go de RAM et 32Go Disque Dur+ Windows10+sacoche+souris à 359 dt seulement !
http://www.mytek.tn/pc-portable/10024-pc-portable-vega-book-quad-core-2go-32gb-me-.html",photo
1779,Timeline Photos,2,"Pc Portable VEGA BOOK Quad-Core 2Go de RAM et 32Go Disque Dur+ Windows10+sacoche+souris à 359 dt seulement !
http://www.mytek.tn/pc-portable/10024-pc-portable-vega-book-quad-core-2go-32gb-me-.html",photo
1780,Timeline Photos,2,"Pc Portable VEGA BOOK Quad-Core 2Go de RAM et 32Go Disque Dur+ Windows10+sacoche+souris à 359 dt seulement !
http://www.mytek.tn/pc-portable/10024-pc-portable-vega-book-quad-core-2go-32gb-me-.html",photo
1781,Timeline Photos,2,"Machine Nespresso INISSIA + 16 capsules offertes + Mousseur à lait à 429dt au lieu de 498dt
http://www.mytek.tn/cafetiere/9973-pack-magimix-machine-a-cafe-a-capsule-mousseur-a-lait.html",photo
1782,Timeline Photos,2,"Le PC Gamer le plus puissant du marché by ASUS ROG® G752VS i7-6820HQ/32Go /17.3"" Full HD/1To HDD & 2x512Go SSD/GTX 1070 8Go/Sac à dos ROG + Casque Gamer + Souris Gamer à 4 859dt
http://www.mytek.tn/pc-gamer-tunisie/9253-pc-portable-asus-rog-g752vsi7-6e-gen-32go-1to512go-ssd.html",photo
1783,Timeline Photos,2,"Le PC Gamer le plus puissant du marché by ASUS ROG® G752VS i7-6820HQ/32Go /17.3"" Full HD/1To HDD & 2x512Go SSD/GTX 1070 8Go/Sac à dos ROG + Casque Gamer + Souris Gamer à 4 859dt
http://www.mytek.tn/pc-gamer-tunisie/9253-pc-portable-asus-rog-g752vsi7-6e-gen-32go-1to512go-ssd.html",photo
1784,Timeline Photos,2,"Auto Radio AEG AR4027 + Haut Parleur PIONEER TS-G1022i à 99dt Seulement !
http://www.mytek.tn/radio-reveil-tunisie/9254-auto-radio-aeg-ar4027-haut-parleur-pioneer-ts-g1022i.html
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)",photo
1785,Timeline Photos,2,"Auto Radio AEG AR4027 + Haut Parleur PIONEER TS-G1022i à 99dt Seulement !
http://www.mytek.tn/radio-reveil-tunisie/9254-auto-radio-aeg-ar4027-haut-parleur-pioneer-ts-g1022i.html
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)",photo
1786,MyTEK's cover photo,2,,photo
1787,Timeline Photos,2,"Sécurisez vos proches et vos biens avec le système d'alarme sans fil Olympia : 1x Détecteur de mouvement - 1x télé commande - 4 x Détecteurs d'ouverture de portes et fenêtres - 1 x Sirène Exterieure
http://www.mytek.tn/systeme-d-alarme/3899-systeme-dalarme-sans-fil-olympia-protect-tunsie.html
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)",photo
1788,Timeline Photos,2,"Prix imbattable !!
Récepteur ‪Samsat 5100 HD avec 24 mois Sharing et 12 Mois IPTV à 129dt Seulement .
http://www.mytek.tn/samsat/8126-recepteur-samsat-5100-hd-wifi.html
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)",photo
1789,Timeline Photos,2,"Tablettes Alcatel à petit prix !
http://www.mytek.tn/122-tablettes-android-tunisie#/fabricant-alcatel
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)",photo
1790,Timeline Photos,2,"TABLETTE HP 7 Plus II DUAL CORE 1Go 8Go 3G à 169dt au lieu de 329dt
http://www.mytek.tn/tablettes-android-tunisie/2523-tablette-hp-7-plus-ii-dual-core-1go-8go-3g-.html
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)",photo
1791,Timeline Photos,2,"Exclusive chez myTEK !!! 
Clé USB SANDISK iXpand 32Go à 89dt  .
http://www.mytek.tn/cle-usb-tunisie/8599-cle-usb-sandisk-ixpand-32go-usb-20-pour-iphoneipad-sdix-032g-g57.html
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)",photo
1792,Timeline Photos,2,"Profitez des offres de fin d’année avec mytek !!
Smartphone HUAWEI P8 PRESTIGE à 999dt
http://www.mytek.tn/smartphone-tunisie/6586-smartphone-huawei-ascend-p8-prestige.html
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse",photo
1793,Timeline Photos,2,"Avec chaque console de jeux : FIFA 2017 GRATUIT !!
http://www.mytek.tn/xbox-one/8750-console-xbox-one-1to-plus-jeux-fifa17-gratuit-.html
http://www.mytek.tn/xbox-one/8753-console-xbox-one-500go-jeux-fifa17.html
http://www.mytek.tn/ps4/8391-playstation-4-slim-1to-.html?search_query=PS4-1TO-SLIM&results=1",photo
1794,Timeline Photos,2,"Découvrez notre gamme de Projecteurs Epson
http://www.mytek.tn/video-projecteurs-tunisie/4960-videoprojecteur-epson-eb-x31-tunsie.html
http://www.mytek.tn/video-projecteurs-tunisie/4975-video-projecteur-epson-eb-s31-tunsie.html
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse",photo
1795,Timeline Photos,2,"Profitez : Flash SANDISK 16Go au prix du 8Go offre valable du 1er au 10/12/2016
http://www.mytek.tn/113-cle-usb-tunisie#/fabricant-sandisk
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)",photo
1796,Timeline Photos,2,"Pour les gamers :
Pc Portable ASUS ROG G752VT I7 6é Gén 16Go 1TO+128GO SSD + sac à dos ROG+ micro casque ROG + souris ROG à 3499dt
http://www.mytek.tn/pc-gamer-/8404-pc-portable-asus-rog-g752vt-i7-6e-gen-16go-1to128go-ssd.html?search_query=G752VT&results=1
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse",photo
1797,Timeline Photos,2,"100dt de réduction pour le 10 premiers clients.
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
http://www.mytek.tn/recherche?controller=search&orderby=position&orderway=desc&search_query=pc+portable+hp+omen&submit_search=",photo
1798,Timeline Photos,2,"Profitez des offres d'hiver avec mytek !!
Chauffe Bain AUXSTAR 10 Litre à 145dt au lieu de 189dt 
http://www.mytek.tn/chauffe-bain/7454-chauffe-bain-auxstar-10-litre-gb-.html
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse",photo
1799,Timeline Photos,2,"Les nouveautés chez mytek :
Pc Portable ASUS ROG G752VT I7 6é Gén 16Go 1TO+128GO SSD + sac à dos ROG+ micro casque ROG + souris ROG à 3499dt
http://www.mytek.tn/pc-gamer-/8404-pc-portable-asus-rog-g752vt-i7-6e-gen-16go-1to128go-ssd.html?search_query=G752VT&results=1
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse",photo
1800,Timeline Photos,2,"Avec toute imprimante Epson ITS  vendue , une bouteille d’encre  originale  ( C13T66414A ) est offerte .
http://www.mytek.tn/500-imprimante-a-reservoir-integre#/fabricant-epson/couleurs-couleur/formats-a4  
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse",photo
1801,Timeline Photos,2,"Les meilleures offres chez mytek !!
Appareil Photo Numérique AMKOV 18 MP + Etui à 84,900 dt seulement 
http://www.mytek.tn/appareil-photo-numerique-tunisie/8363-appareil-photo-numerique-amkov-18-mp-etui.html",photo
1802,Timeline Photos,2,"Seulement chez MYTEK, PC Portable ASUS E402SA /Dual-Core/ 2Go / 32Go eMMC à 399dt
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
 
http://www.mytek.tn/pc-portable/8086-pc-portable-asus-e402sa-dual-core-2go-32go-emmc.html",photo
1803,Timeline Photos,2,"Smartwatch+ Casque VR Box 3D à 89dt au lieu de 179dt
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
http://www.mytek.tn/montre-connectee-tunisie/8061-pack-casque-virtuel-vr-box-3d-smart-watch-u8-bluetooth.html",photo
1804,Timeline Photos,2,"Tablette Mouve Tab 7"" 3G + 6Go Bonus internet sur 6 mois à 179dt seulement !!!
http://www.mytek.tn/tablettes-android-tunisie/7969-tablette-mouve-tab-7-3g.html
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)",photo
1805,Timeline Photos,2,"Smartphone Huawei Y6 à 269 TTC seulement !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
http://www.mytek.tn/smartphone-tunisie/5383-smartphone-huawei-y6.html",photo
1806,Timeline Photos,2,"TABLETTE HP 7 Plus II à 199 TTC au lieu de 279 TTC
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
http://www.mytek.tn/tablettes-android-tunisie/2523-tablette-hp-7-plus-ii-dual-core-1go-8go-3g-.html?search_query=TABLETTE+HP&results=14",photo
1807,Timeline Photos,2,"TABLETTE HP 7 Plus II à 199 TTC au lieu de 279 TTC
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
http://www.mytek.tn/tablettes-android-tunisie/2523-tablette-hp-7-plus-ii-dual-core-1go-8go-3g-.html?search_query=TABLETTE+HP&results=14",photo
1808,Timeline Photos,2,"Machine à café à Capsule Golden coffee à 175 TTC au lieu de 199 TTC
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
http://www.mytek.tn/cafetiere/4501-machine-a-cafe-a-capsule-golden-coffee-tunsie.html?search_query=MACHINE+CAFE&results=19",photo
1809,Timeline Photos,2,"Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
http://www.mytek.tn/recherche?controller=search&orderby=position&orderway=desc&search_query=tablette+archos&submit_search",photo
1810,Timeline Photos,2,"PC Portable HP 15-ac105nk I3 à 749 TTC
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
http://www.mytek.tn/pc-portable/7228-pc-portable-hp-15-ac105nk-i3-4go-1to.html?search_query=15-AC105NK&results=1",photo
1811,Timeline Photos,2,"Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
http://www.mytek.tn/recherche?controller=search&orderby=position&orderway=desc&search_query=ARCHOS&submit_search=",photo
1812,Timeline Photos,2,"TABLETTE HP 7 Plus II à 219 TTC au lieu de 279 TTC
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
http://www.mytek.tn/tablettes-android-tunisie/2523-tablette-hp-7-plus-ii-dual-core-1go-8go-3g-.html?search_query=TABLETTE+HP&results=14",photo
1813,Timeline Photos,2,"PC Portable HP 11-r000nk + Antivirus Kaspersky 2016 + Souris optique USB avec Tapis et Haut Parleur ANEEX à 449 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
http://www.mytek.tn/pc-portable/5124-pc-portable-hp-11-r000nk-dual-core-2go-32o.html",photo
1814,Timeline Photos,2,,photo
1815,Timeline Photos,2,"STOP Promo ! Tablette 3G à Prix fou !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
http://www.mytek.tn/tablettes-android-tunisie/7177-tablette-axon-azicom-z1-7-3g.html?search_query=AXON&results=1",photo
1816,Timeline Photos,2,"TABLETTE LENOVO A7-30H 3G à 219 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
http://www.mytek.tn/tablettes-android-tunisie/4028-tablette-lenovo-a7-30h-3g-ebony.html?search_query=A7-30&results=1",photo
1817,Timeline Photos,2,"Pc Portable ASUS X550VX- XX057D à 1689 TTC
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
http://www.mytek.tn/pc-portable/7584-pc-portable-asus-x550vx-xx057d-i7-8go-1to.html?search_query=X550VX&results=2",photo
1818,Timeline Photos,2,"STOP PROMO !!!
Machine à laver automatique Ecolux 5 Kg a 399 TTC Seulement !!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1819,Timeline Photos,2,"Pack Rasoir rotatif Saturn étanche + Tondeuse a nez à 49 TTC seulement!!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1820,Timeline Photos,2,"STOP Promo ! Tablette 3G à Prix fou !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
1821,Timeline Photos,2,"Climatiseur Midea Neola 7000 BTU Froid - MNS-07CR à 449 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
1822,Timeline Photos,2,"PC Portable HP 15-ac102nk à 689 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1823,Timeline Photos,2,"STOP PROMO !!!
Machine à laver automatique Ecolux 5 Kg a 399 TTC Seulement !!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1824,Timeline Photos,2,"STOP PROMO !!!
Machine à laver automatique Ecolux 5 Kg a 399 TTC Seulement !!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1825,Timeline Photos,2,"Entendez mieux avec L’OREILLETTE Bluetooth Plantronics !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
1826,Timeline Photos,2,"Enregistrer tout ce qui se déroule devant vous...
Dashcam FullHD est disponible chez Mytek a 135DT seulement!!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1827,Timeline Photos,2,"Pack mariage Sinbo: Blender +Batteur + Mixeur + Balance de cuisine à seulement 149 DT !!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
1828,Timeline Photos,2,"Entendez mieux avec L’OREILLETTE Bluetooth Plantronics !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
1829,Timeline Photos,2,"Appareil Photo SONY DSC-W710 à petit prix !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
1830,Timeline Photos,2,"Samsung J6300 Smart LED FHD Curved 48'' la TV pas comme les autres à 2269 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
1831,Timeline Photos,2,"Appareil Photo SONY DSC-W710 à petit prix !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
1832,Timeline Photos,2,"PC Portable Asus à 499 TTC avec 3 ANS de GARANTIE !!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1833,Timeline Photos,2,"Enregistrer tout ce qui se déroule devant vous...
Dashcam FullHD est disponible chez Mytek a 135DT seulement!!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1834,Timeline Photos,2,"Enregistrer tout ce qui se déroule devant vous...
Dashcam FullHD est disponible chez Mytek a 135DT seulement!!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1835,Timeline Photos,2,"La vie devient plus facile... Pack mariage Moulinex chez Mytek à 199DT seulement!!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1836,Timeline Photos,2,"Entendez mieux avec L’OREILLETTE Bluetooth Plantronics !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
1837,Timeline Photos,2,"Avec le routeur D-link DAP-1160 restez connectés et déplacez vous sans perte de connexion à 59 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
1838,Timeline Photos,2,"Tablette Discovery 7"" Wifi à petit Prix 89 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1839,Timeline Photos,2,"Enregistrer tout ce qui se déroule devant vous...
Dashcam FullHD est disponible chez Mytek a 135DT seulement!!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1840,Timeline Photos,2,"SABA 48’’ FULL HD + PAIEMENT 6 FOIS SANS INTÉRÊT+ GARANTIE 2 ANS à 1060 TTC !!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
1841,Timeline Photos,2,"Une Tondeuse Multi-Usages Rapide et Facile à Utiliser soi-même !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
1842,Timeline Photos,2,"Splendeur, douceur et saveur.. Chez Mytek machine Nespresso à seulement 299 TTC + 36 capsules offertes !!.
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1843,Timeline Photos,2,"SABA 48’’ FULL HD + PAIEMENT 6 FOIS SANS INTÉRÊT+ GARANTIE 2 ANS à 1060 TTC !!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
1844,Timeline Photos,2,"Les Cartes Mémoires ADATA à des prix Fous chez Mytek !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1845,Timeline Photos,2,"SABA 48’’ FULL HD + PAIEMENT 6 FOIS SANS INTÉRÊT+ GARANTIE 2 ANS à 1060 TTC !!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
1846,Timeline Photos,2,"Tablette Twist 3G + Stylet Tactile à 179 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1847,MyTEK's cover photo,2,,photo
1848,Timeline Photos,2,"SABA 48’’ FULL HD + PAIEMENT 6 FOIS SANS INTÉRÊT+ GARANTIE 2 ANS à 999 TTC au lieu de 1099 TTC !!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
1849,Timeline Photos,2,"Profitez Tablette ASUS ZenPad à 259 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
1850,Timeline Photos,2,"Tablette Twist 3G + Stylet Tactile à 179 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1851,Timeline Photos,2,"Les meilleurs prix chez Mytek !! IPad Air 2 Wi-Fi 3G 16Go à 1369 TTC 
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1852,Timeline Photos,2,"Pc De Bureau LENOVO H50-50 + Imprimante HP 2135 à 739 TTC !! 
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse)
www.mytek.tn",photo
1853,Timeline Photos,2,"Tablette Twist 3G + Stylet Tactile à 179 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1854,Timeline Photos,2,"Récepteur Samsat HD 2000 Wifi avec 12 Mois de Sharing & 3 mois IPTV à 135 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) www.mytek.tn",photo
1855,Timeline Photos,2,"Profitez Tablette ASUS ZenPad + Etui + SIM Ooredoo à 259 TTC au lieu de 279 TTC !! Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1856,Timeline Photos,2,"Tablette Twist 3G + Stylet Tactile à 179 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1857,Timeline Photos,2,"Profitez dès maintenant du Smartphone 4G le moins cher du marché !!! Lenovo A2010 !!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1858,Timeline Photos,2,"Profitez dès maintenant du Smartphone 4G le moins cher du marché !!! Lenovo A2010 !!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1859,Timeline Photos,2,"Promo Fin d'année !!! Tablette Twist 3G + Stylet Tactile à 179 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1860,Timeline Photos,2,"Profitez du nouveau pack HP 250-G3 + SACOCHE à 699 TTC seulement !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1861,Timeline Photos,2,"Décodeur TNT SkyBox a prix fou !!!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1862,Timeline Photos,2,"Lecteur code à barre Laser MK5145 à 129 TTC seulement !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1863,Timeline Photos,2,"Profitez ...Playstation 4 chez Mytek à 1259 TTC au lieu de 1319 TTC !!
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1864,Timeline Photos,2,"Les Jours Anniversaires Mytek Commencent....Profitez ...HP ALL In One 20-2310nk à 649 TTC seulement !! Pleins de cadeaux et de remises Exceptionnelles !! 
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1865,Timeline Photos,2,"Les Jours Anniversaires Mytek Commencent....Profitez ...PC Portable ASUS X550JX LIGHT GAMING à 1599 TTC !! Pleins de cadeaux et de remises Exceptionnelles !! 
Disponible dans nos 5 magasins (Tunis centre, Charguia I, Ariana, Nabeul & Sousse) 
www.mytek.tn",photo
1866,MyTEK's cover photo,2,,photo
1867,Timeline Photos,2,"Les meilleures offres sont toujours chez Mytek !! Microsoft Office 365 est disponible chez Mytek pour 49.900 TTC seulement !!
www.mytek.tn",photo
1868,Timeline Photos,2,"Les meilleures offres sont toujours chez Mytek !! Pc portable Asus K555LD-i5-8Go-1To-2Go Dédiée  à 1099 TTC seulement !!!!
www.mytek.tn",photo
1869,Timeline Photos,2,"Avant première chez Mytek !!! Le nouveau Smart Phone EverAllure de Evertek débarque chez Mytek pour 479 TTC seulement !!
www.mytek.tn",photo
1870,Timeline Photos,2,"Les meilleures offres sont toujours chez Mytek !! Les appareils photos Sony & Canon à prix exceptionnel + étuis offerts !! 
www.mytek.tn",photo
1871,Timeline Photos,2,"Les meilleures offres sont toujours chez Mytek !! Découvrez la tablette et Le Pc Portable ASUS les plus fin au monde !!
www.mytek.tn",photo
1872,Timeline Photos,2,"Les mini portables ACER & LENOVO embarquent chez Mytek avec des mini prix !!
www.mytek.tn",photo
