,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,
,"Tufleur  
Offre de stage PFE 

< Stage développement mobile />

key words: Méthodology Agile, React Native, Webservice/Json, Realtime Notification and Messaging, UI, UX, Tokens, Rest Social Authentification

< Stage développement web />

key words: Méthodology Agile, Recommandation engine, PostGis ,Python, Django, Linux Centos 7, ReactJs, Hmtl, Css, javascript,Jquery Webservice /Rest, PostGis,
 Rest social authentification, SEO

< Stage en Devops />

key words : Méthodology Agile, Centos Linux, monitoring, scalability, high availability, automation, load balancing, django, python, nginx 

Vous êtes passionné(e) par les nouvelles technologies ?
Vous voulez rejoindre une équipe jeune, active, ambitieuse et motivée.
Comment postuler :
Envoyer vos cv à contact@tufleur.com
www.tufleur.com",Tufleur,link,http://www.tufleur.com/,2017-11-19 06:44:39,1,1,0,1,0,0,0,0,0,0,
,"[    Sujet de pfe    ]   Conception et réalisation d'un système de paiement en ligne

contact : yourpartnerweb@gmail.com
Encadrement PFE - Mastère - License - Ingénieur
Stage PFE + Formation + Encadrement
Si vous êtes intéressé send mail to : yourpartnerweb@gmail.com
Contact : (+216) 22 31 39 94   - (+216)  22 39 66 23

================================================================

[    Sujet de pfe    ]   conception et developpement d'une application de gestion d'achats

contact : yourpartnerweb@gmail.com
Encadrement PFE - Mastère - License - Ingénieur
Stage PFE + Formation + Encadrement
Si vous êtes intéressé send mail to : yourpartnerweb@gmail.com
Contact : (+216) 22 31 39 94   - (+216)  22 39 66 23

================================================================",,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/1182385371896147/?type=3,2017-11-19 06:40:34,1,0,0,1,0,0,0,0,0,0,
,,Orange Developper Center : inscriptions ouvertes aux étudiants pour la session du PFE 2017,link,http://www.tunisie-tribune.com/orange-developper-center-inscriptions-ouvertes-aux-etudiants-pour-la-session-du-pfe-2017/,2017-11-18 17:06:56,2,2,0,2,0,0,0,0,0,0,
,https://www.facebook.com/ULT.Club.Info/,Devops ULT,link,https://www.facebook.com/ULT.Club.Info/,2017-11-18 16:44:14,0,0,0,0,0,0,0,0,0,0,
,"Proposition de stage de fin d'étude

Sujet : “ Deployment and configuration management using Ansible “

mots clés : Ansible playbooks, roles, Docker, Tomcat, red hat 

Entreprise : Ooredoo Tunisie

candidature via email : hamdi.ghodbane@ooredoo.tn",,status,,2017-11-18 14:18:01,1,1,0,1,0,0,0,0,0,0,
,https://thd.tn/islamicapp-challenge-un-hackathon-de-digitalisation-de-la-culture-arabo-islamique-a-loccasion-du-mouled/,Islamicapp Challenge : Un hackathon de Digitalisation de la Culture Arabo-Islamique à l'occasion du Mouled | | THD - Tunisie Haut Debit,link,https://thd.tn/islamicapp-challenge-un-hackathon-de-digitalisation-de-la-culture-arabo-islamique-a-loccasion-du-mouled/,2017-11-15 16:55:59,2,0,0,2,0,0,0,0,0,0,
,https://www.tekiano.com/2017/11/13/efret-tn-laureat-du-prix-orange-de-lentrepreneur-social-en-afrique-et-au-moyen-orient-2017/,"eFret.tn, lauréat du Prix Orange de l'Entrepreneur Social en Afrique et au Moyen-Orient 2017 | Tekiano :: TeK'n'Kult",link,https://www.tekiano.com/2017/11/13/efret-tn-laureat-du-prix-orange-de-lentrepreneur-social-en-afrique-et-au-moyen-orient-2017/,2017-11-15 16:55:41,1,0,0,1,0,0,0,0,0,0,
,"https://github.com/jeuneingenieurisamm 
#J2I #GITHUB #ORGANISATION",Jeune Ingénieur ISAMM,link,https://github.com/jeuneingenieurisamm,2017-11-15 16:51:28,1,0,0,1,0,0,0,0,0,0,
,[ STAGES PFE ] A la recherche de ses talents de demain WEVIOO lance sa Campagne de Stages PFE 2017/2018 . Consultez notre Catalogue sur le lien suivant: https://lnkd.in/edWHt_e,Catalogue Wevioo Pfe 2017 2018,link,https://lnkd.in/edWHt_e,2017-11-15 16:48:42,3,3,1,3,0,0,0,0,0,0,
,"Dans l'espoir de chasser les meilleurs talents, Proxym group met a votre disposition le  PFE Book 2018 :

https://lnkd.in/dn5AAvy",lnkd.in,link,https://lnkd.in/dn5AAvy,2017-11-15 16:45:00,3,1,0,3,0,0,0,0,0,0,
,"Vous êtes à la recherche d'un projet de fin d'études ?
Cynapsys It Hotspot offre plusieurs stages PFE. Nous vous invitons à consulter notre catalogue de PFE 2017-2018 : http//:https://lnkd.in/dW93WxN
Vous pouvez postuler directement pour le stage qui vous intéresse sur notre site web : https://lnkd.in/degsC7V",,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/1177364772398207/?type=3,2017-11-12 15:15:14,4,1,0,4,0,0,0,0,0,0,
,Bravo #jeunes #ingenieurs,MG Motors,photo,https://www.facebook.com/MorrisGaragesTn/photos/a.234553853653968.1073741828.192115131231174/377320759377276/?type=3,2017-11-10 04:54:49,17,1,0,13,4,0,0,0,0,0,
,"Avec Le PDG de Shell et la directrice Communication 
Jeunes Ingénieur ... Best innovative App 
<3",,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/1172525262882158/?type=3,2017-11-06 14:45:30,37,2,3,29,8,0,0,0,0,0,
,"Et un autre challenge de Remporter cette fois une concurrence plus rude et un travail de 72 heure à la file 
JEUNES INGENIEURS REMPORTE LE PRIX BEST INNOVATIVE APP DU CHALLENGE SHELL HACK THE ROAD
Merci a la team  : 
Ahmed Rebai
Maher Matmati
Nasus Hauzer
Ahmed Foughali",,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/1171893089612042/?type=3,2017-11-05 16:23:45,59,10,2,44,15,0,0,0,0,0,
,"Salut tout le monde !

Vous trouverez ci-joint le lien vers le code source de la version finale l'application démo qu’on a développé durant les quatre séances de la formation.

Lien code source :
https://github.com/jeuneingenieurisamm/LangInstitute

Vous devez télécharger l’application à partir du GitHub en format zip, ouvrez l'invite de commande dans le dossier de l'application après la décompression, ensuite lancez la commande 
""npm install"" pour ajouter les modules node ensuite ""ng serve"" pour lancer l'application.

Les attestations de présence seront disponibles à partir de la semaine prochaine.

N'hésitez pas à nous contacter si vous avez des problèmes lors de l'installation du projet.",jeuneingenieurisamm/LangInstitute,link,https://github.com/jeuneingenieurisamm/LangInstitute,2017-11-04 20:30:53,6,1,0,6,0,0,0,0,0,0,
,"Bonsoir la communauté!! On vous rappelle que demain se déroulera la dernière séance de la formation Angular et seuls ceux qui seront présent auront l'attestation donc soyez au rendez-vous  💪💪👨‍💻👩‍💻
#don't #wait #for #opportunity #create #it",,status,,2017-11-02 13:03:11,9,0,2,8,1,0,0,0,0,0,
,"alors les #ISAMMISTES que pensez-vous de la compétition d'hier et  de l'organisation? 
surtout n'hésitez pas à partager vos points de vues 
#don't #waite #for #opportunity #create #it",Photos from Jeunes Ingénieurs ISAMM's post,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/1166695926798425/?type=3,2017-10-29 07:42:28,8,0,0,7,1,0,0,0,0,0,
,Formulaire d'inscription pour la participation à un sondage sur le Développement de jeux vidéos en Tunisie,Formulaire d'inscription pour la participation à un sondage sur le Développement de jeux vidéos en Tunisie,link,https://goo.gl/iiE5kN,2017-10-29 06:48:00,2,1,0,2,0,0,0,0,0,0,
,Merci à : Skon Raboudi <3,TOPS ISAMM 28/10/2017,photo,https://www.facebook.com/ClubJ2I/photos/a.1166295473505137.1073741837.201198273348200/1166296496838368/?type=3,2017-10-28 16:06:17,22,1,0,17,5,0,0,0,0,0,
,"L’équipe jeune ingénieur remporte l'HACKATON APPS FOR Democracy ...
Un effort de 3 semaine et le podium 
Comme on a dit un de nos principes cette année est de participer et de remporter des challenges à l'échelle national 
Félicitation Jeunes Ingénieurs ISAMM 
Et félicitation à : 
Maher Matmati
Ahmed Foughali
Hosni Mansour
Pour la première place",,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/1166290133505671/?type=3,2017-10-28 15:57:12,57,12,1,46,11,0,0,0,0,0,
,We are readyyy 👨🏻‍💻👩‍💻🏵🎖 plus que quelques minutes et on commence le challenge !!💪🏻💪🏻 allez les #ISAMMISTES #go #go #go,,photo,https://www.facebook.com/ClubJ2I/photos/a.609876492480374.1073741830.201198273348200/1165870923547592/?type=3,2017-10-28 03:30:28,21,2,0,17,3,0,0,1,0,0,
,"N'oubliez pas vos multiprises demain.
Une connexion wifi sera en votre disposition mais si vous avez des clés 3G prière de les apporter 👩‍💻👨🏻‍💻
Sur ce, douce nuit 😴 
#DON'T #wait #for #opportunity #create #it",,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/1165423066925711/?type=3,2017-10-27 14:30:40,10,4,1,7,2,0,0,1,0,0,
,"Nous sommes prêts 💪🏻💪🏻💪🏻 et vous les #ISAMMISTES ?? 👨🏻‍💻👩‍💻êtes-vous prêts pour 5 heures de challenge et de motivation ?? 🏆🥇
Soyez au rendez-vous demain 9h dans la bibliothèque 🎖🏵
#don't #wait #for #opportunity #create #it",Photos from Jeunes Ingénieurs ISAMM's post,photo,https://www.facebook.com/ClubJ2I/photos/a.609876492480374.1073741830.201198273348200/1165420230259328/?type=3,2017-10-27 11:44:27,23,0,2,15,7,0,0,1,0,0,
,"Salut les #ISAMMISTS Alors, qui n'a pas encore trouvé de binôme pour la compétition de demain? 
#don't #waite #for #the #opportunity #create #it",,status,,2017-10-27 07:59:47,3,0,1,3,0,0,0,0,0,0,
,"Soyez nombreux à participer et préparez vous à 5 heures de challenge et de motivation 👨‍💻👩‍💻💻💪💪💪 

les 3 premiers gagnants 🎖️🏆🏅auront droit à des prix motivants 🎊🎉
l'ambiance est garantie
#Don't #Wait #For #Opportunity #Create #It 

https://docs.google.com/forms/d/1dD7KDbovE3a9xA22GbheeVYS1TakthaMnHplFsCIGl0/viewform?edit_requested=true",Tunisia Olympiad Problem solving ISAMM,link,https://docs.google.com/forms/d/1dD7KDbovE3a9xA22GbheeVYS1TakthaMnHplFsCIGl0/viewform?edit_requested=true,2017-10-26 12:48:35,1,0,6,1,0,0,0,0,0,0,
,Pour ceux qui cherchent un stage pfe,NOUS ∑ LES INGENIEURS,photo,https://www.facebook.com/nous.sommes.les.ingenieurs/photos/a.378351436255.165006.196194566255/10154694456796256/?type=3,2017-10-26 12:44:11,3,0,0,3,0,0,0,0,0,0,
,,Tekiano.com,link,https://www.tekiano.com/2017/10/26/tops-isamm-selection-des-representants-de-lisamm-pour-la-1ere-edition-de-tops-le-28-octobre/,2017-10-26 07:38:25,2,0,0,2,0,0,0,0,0,0,
,https://www.tekiano.com/2017/10/26/tops-isamm-selection-des-representants-de-lisamm-pour-la-1ere-edition-de-tops-le-28-octobre/,TOPS ISAMM: Sélection des représentants de l'ISAMM pour la 1ère édition de TOPS le 28 octobre | Tekiano :: TeK'n'Kult,link,https://www.tekiano.com/2017/10/26/tops-isamm-selection-des-representants-de-lisamm-pour-la-1ere-edition-de-tops-le-28-octobre/,2017-10-26 06:43:48,0,0,0,0,0,0,0,0,0,0,
,"Tops :  Tunisia Olympiad Problem solving est à l’ISAMM oui il est la .
Vous voulez arriver un jour à atteindre le niveau international ? vous voulez vous qualifier et concurrencer les plus grands de ce monde dans l’algorithmique et tester votre niveau … Oui c’est possible 
Le samedi 28/10/2017 aura lieu cet événement et à l’ISAMM et jeunes ingénieurs ISAMM l’organise donc ne ratez cette opportunité pour vous qualifier … vous cacher peut être un talon  … l’opportunité est entre vos mains  
Planing : 
L’événement aura lieu de 09h à 14h le samedi (et l’absence si vous avez cours ne sera pas comptabilisée ) . 
Vous serez coachés par les meilleurs enseignants de l’ISAMM . 
L’ISAMM a besoin de vous pour vous qualifier. 
Une jolie ambiance et une belle expérience sont garanties. 
Soyez au Rendez vous .
Principe de l’événement : 
10 problèmes serons données à chaque participant 
Il doit résoudre les problèmes le plus vite possible et avec une optimalité requise 
Ceux qui aurons le plus de points serons directement qualifié a la compétition nationale
On vous attend <3 <3 :) :D
#Dont_wait_for_opportunity #Create_It #J2I",TOPS ISAMM (Tunisia Olympiad Problem solving ISAMM),event,https://www.facebook.com/events/242652449596504/,2017-10-23 14:02:31,0,0,0,0,0,0,0,0,0,0,
,"Salut tout le monde!

Vous trouverez ci-joint les liens vers la présentation et le code source de l'application démo de la deuxième partie de la formation.

Lien présentation:
https://www.slideshare.net/DebbabiNader/developing-a-demo-application-with-angular-4-j2i

Lien code source:
https://github.com/jeuneingenieurisamm/LangInstitute

Lien vers des fichiers css et quelques bouts de code utiles:
https://github.com/jeuneingenieurisamm/FormationAngular4

Vous devez télécharger l’application à partir du GitHub en format zip, ouvrez l'invite de commande dans le dossier de l'application après la décompression, ensuite lancez la commande 
""npm install"" pour ajouter les modules node ensuite ""ng serve"" pour lancer l'application.

En plus, et suite à votre demande, un vidéo tutoriel sera partagé dans les plus courts délais illustrant tout ce qu'on a vu pendant la dérniere séance.

(N'hésitez pas a nous contacter si vous avez des problèmes lors de l'installation du projet)",,status,,2017-10-22 08:36:17,7,0,1,7,0,0,0,0,0,0,
,"Bonjour, demain nous aurons un stand pour ceux qui veulent rejoindre les membres ;) 
#jeunes_ingénieurs_Isamm",,status,,2017-10-22 05:42:40,8,0,0,7,1,0,0,0,0,0,
,"TOPS ISAMM (Test Blanc pour les Etudiants de l'ISAMM )

#Dont_wait_for_opportunity #Create_It #J2I",Test Blanc TOPS ISAMM,photo,https://www.facebook.com/ClubJ2I/photos/a.1160930110708340.1073741836.201198273348200/1160930154041669/?type=3,2017-10-22 03:27:11,16,0,0,12,4,0,0,0,0,0,
,"On souhaite un joyeux anniversaire à notre chére Resposnable Ressources Humaine Imen  <3 <3 et on profite de cette occasion pour le remercier pour tout ces efforts 
#Dont_wait_for_opportunity #Create_It #J2I",,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/1160575127410505/?type=3,2017-10-21 14:35:42,23,0,0,20,3,0,0,0,0,0,
,"Jeunes Ingénieurs ISAMM continue à encourager vos talents. Cette fois un challenge … oui un challenge TOPS ISAMM. Un challenge qui vous permettra d’arriver à l’international.
TOPS : Tunisia Olympiad Problem solving est à l’ISAMM et c’est pour se qualifier pour le concours national et international .
pour vous préparer on vous propose Un blank test qui aura lieu le samedi 21/07/2017 à la l’ISAMM et c’est une occasion pour vous pour vous préparer aux 2 Big Events « TOPS ISAMM » et « TOP CODERS TUNISIA » qui seront organisés Par J2I Isamm .
Planing 

11h->13h : Test Blanc 


Lieu : ISAMM
Si vous trouver que vous avez du talent dans l’algorithmique et le coding et que vous êtes un bon informaticien bienvenu parmis nous
#Don’t #wait #for #opportunity #create #it
Contact :
Tel : 20 140 428 /50960560
Email : j2i.isamm@gmail.com",TOPS ISAMM (Test Blanc pour les Etudiants de l'ISAMM ),event,https://www.facebook.com/events/1838955693082381/,2017-10-16 16:31:37,0,0,0,0,0,0,0,0,0,0,
,"Bonne nouvelle , 1ere et 2eme place de l'HACKATON APPS 4 DEMOCRACY ont été tenus par les 2 teams de jeunes ingénieur  lors du 1er tour et se qualifient .
Félicitation à : 
TEAM1:
Foued Bengagi
Ikram Chourib
Walid Khemiri
TEAM2:
Maher Matmati
Hosni Mansour
Ahmed Foughali
Samedi se jouera le 2éme tour 
<3 <3",,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/1155945837873434/?type=3,2017-10-14 14:35:48,39,2,1,30,9,0,0,0,0,0,
,"Que le challenge commence 
#Dont_wait_for_opportunity #Create_It #J2I <3",Participation J2I Hackaton APPS 4 democracy,photo,https://www.facebook.com/ClubJ2I/photos/a.1155656014569083.1073741835.201198273348200/1155656247902393/?type=3,2017-10-14 07:44:37,22,0,2,16,6,0,0,0,0,0,
,"Quand un étudiant de l'ISAMM qui n'a jamais effectué de formation se charge de courage et tente sa chance et nous fais passer une formation de haut niveau 
Le vice président de jeunes ingénieurs Nader Debbabi <3",,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/1155349471266404/?type=3,2017-10-13 18:19:06,69,11,0,50,19,0,0,0,0,0,
,"Comme on vous l'avait promit JEUNE INGENIEURS ISAMM sera présent dans la plus part des challenges à l'Echelle national 
Parmi les 20 projets sélectionnés par la comité 2 teams de Jeunes ingénieurs ISAMM on été sélectionnées et vont participé demain a cette compétition 
Bonne chance à eux

TEAM1:

Foued Bengagi
Ikram Chourib
Walid Khemiri
TEAM2:

Maher Matmati
Hosni Mansour
Ahmed Foughali

#Dont_wait_for_opportunity #Create_It #J2I <3",,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/1155298881271463/?type=3,2017-10-13 16:22:12,14,1,1,9,5,0,0,0,0,0,
,"On souhaite un joyeux anniversaire à notre cher graphiste Amine Slaimia et on profite de cette occasion pour le remercier pour tout ces efforts 
#Dont_wait_for_opportunity #Create_It #J2I",,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/1155295617938456/?type=3,2017-10-13 16:10:06,25,2,0,14,11,0,0,0,0,0,
,"Merci à Nader Debbabi <3
J2I <3",Jeunes Ingénieurs ISAMM's cover photo,photo,https://www.facebook.com/ClubJ2I/photos/a.201200726681288.50560.201198273348200/1155294454605239/?type=3,2017-10-13 16:05:18,29,2,1,25,4,0,0,0,0,0,
,Formation Angular 4 Session 1 13/10/2017 assuré par Nader Debbabii Vice président J2I,Formation ANGULAR 4 #SESSION1,photo,https://www.facebook.com/ClubJ2I/photos/a.1155243587943659.1073741834.201198273348200/1155244154610269/?type=3,2017-10-13 14:23:13,26,0,2,23,3,0,0,0,0,0,
,"Catalogue des sujets de stage de PFE Sofrecom Tunisie  ‘‘2017-2018‘‘
sofrecompfebook.com/PFEbook.pdf",sofrecompfebook.com,link,http://sofrecompfebook.com/PFEbook.pdf,2017-10-13 05:01:56,2,2,0,2,0,0,0,0,0,0,
,,Club Photo Isamm,photo,https://www.facebook.com/clubphotoisamm/photos/a.884317698407268.1073741950.385369711635405/884317965073908/?type=3,2017-10-12 16:19:17,14,0,0,12,2,0,0,0,0,0,
,"Jeunes ingénieurs recrute ... vous voulez :
-Organiser des formations?
-Participer à des formations?
-Organiser des challenges ?
-Participer a des challenges ?
-vous voulez aussi améliorer vos capacité en informatique et en communication ?
 Alors rejoignez notre équipe de jeunes ingénieurs en remplissant ce formulaire 
https://docs.google.com/forms/d/e/1FAIpQLSd7bylJxidoGGdiTL481_tTPQBnD8_md2V0GWrwyt60dVzW9A/viewform?edit_requested=true",Formulaire,link,https://docs.google.com/forms/d/e/1FAIpQLSd7bylJxidoGGdiTL481_tTPQBnD8_md2V0GWrwyt60dVzW9A/viewform?edit_requested=true,2017-10-12 14:23:30,2,7,6,2,0,0,0,0,0,0,
,"We are ready <3 ...
#Dont_wait_for_opportunity #Create_It #J2I <3",Photos from Jeunes Ingénieurs ISAMM's post,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/1153864141414937/?type=3,2017-10-11 16:08:06,12,1,0,10,2,0,0,0,0,0,
,"J-1
N'oubliez pas notre RDV Demain 11h25 durant pause leftour <3 pour l'ouverture de Jeunes ingénieurs ISAMM
Soyez au RDV
#Dont_wait_for_opportunity #Create_It #J2I  <3",,status,,2017-10-11 13:37:52,3,0,0,3,0,0,0,0,0,0,
,"Liste des personnes sélectionnées pour la formation ANGULAR 4
Bengagi Foued
Zarrouki chaima
Nahed dakhli
Tanabene Souha
Wassim boukthir
Sahar letaief
Wajdi Yeferni
dhifeoui sourour
Iness dridi
Safa msadek
khemiri walid
Houda CHIHI
jalloul chayma
fatnassi yosra
Hamza Kasri
aymen abed
Bchini Med Karim
Oueslati Asma
Fatma yatim
hammami emna
Zarrouk ameni
ramzi chenini
Bouanani Zied
Twahri Hamdi
Chatti louay
charradi ghassen
Nour Ben Amor
Hamza Chaouch
elabed sabrine
Beya Hadhri
dhouha bejaoui
Mariem bader
Roya ben mahmoud
sola mouna
Emna Bejaoui
amani toukébri
chemkhi mohamed
Anas Esseghir
ben marzouk ghailene
Mehmli Mohamed
Aymen Hosni
Zaouchi Mahmoud
Hend Chaouali
Mehdi souid
Krichene Med Rochdi
Amal zitouni
Amine Maaroufi
Chourib ikram
#Dont_wait_for_opportunity #Create_It ...",,status,,2017-10-09 17:03:39,4,2,0,4,0,0,0,0,0,0,
,"Hello tout le monde , Jeudi 12/10/2017 a partir de 11h30 durant la pause déjeuné aura lieu l’ouverture du club Jeunes ingénieurs ISAMM pour l’année universitaire 2017 – 2018 à l’AMPHIE de l’ISAMM.
Nous vous présenterons :
--Le Club jeunes ingénieurs ISAMM
--Nos principes
--Notre staff
--Nos événements pour cette année
--Nos idées 
Nous aurons aussi comme invité Madame YEMNA SAYEB Qui vous présentera Notre premier événement pour cette Année « TOPS ».

Il y aura aussi un stand de recrutement à partir de 9h et un formulaire sera joint pour l’inscription en ligne .

Jeunes ingénieur est ouvert à tous les étudiants pas seulement au cycle ingénieur.
Notre slogan :  
#Dont_wait_for_opportunity #Create_It #J2I


-",Journée d'ouverture Jeunes Ingénieurs ISAMM,event,https://www.facebook.com/events/125970138154048/,2017-10-08 09:55:18,0,0,0,0,0,0,0,0,0,0,
,Soyez Nombreux ...,),Formation Gratuite Angular 4,event,https://www.facebook.com/events/1469403879817816/,2017-10-05 16:32:53,8,0,0,7,1,0,0,0,0,0
,"Club Jeune Ingénieur ISAMM  organise une formation en JavaScript / Angular 4  sur 3 semaines successives  qui sera animée par Debbabi Nader (Etudiant Cycle Ingénieur ISAMM et Développeur Full-stack ).
Cette formation vous permettra de développer des applications riches côté client et maîtriser les fonctionnalités clés du framework : filtres, contrôleurs, templates.
La participation est GRATUITE et ouverte pour tout le monde, mais les places sont limitées! 
un formulaire sera partagé prochainement dans notre page pour l'inscription 

une attestation de présence sera attribuée pour ceux qui assistent les 3 séances de notre formation.
soyez nombreux 
#Dont_wait_for_opportunity #Create_It ...

#J2I  #Training #Sessions #JavaScript #Angular #FrontEnd",Formation Gratuite Angular 4,event,https://www.facebook.com/events/1469403879817816/,2017-10-05 16:04:05,0,0,0,0,0,0,0,0,0,0,
,"Une enquête faite sur le site de l'Isamm (Institut Supérieur des Arts Multimédia de la Manouba) pour connaître le degré de satisfaction des étudiants. "" www.isa2m.rnu.tn """,Votre satisfaction nous motive,link,https://docs.google.com/forms/d/e/1FAIpQLSebi3Fc74EkOlea2QNLKbxAkxPLcuIac5klaAw4XnN-_cuE8w/viewform,2017-10-01 08:54:01,1,0,1,1,0,0,0,0,0,0,
,"Nous voila, 2017-2018, une nouvelle année universitaire. Le Club jeunes ingénieurs ISAMM sera là aussi . Une nouvelle équipe et les mêmes principes … Le succès et rendre le nom de l’ISAMM présent parmi les noms les plus populaires sur le marché de la #TECHNOLOGIE, le #DEV et #Multimédias.
Un de nos objectifs cet année est de préparer des #TEAMS pour la participation dans les différents #CHALLENGES et #Hackatons . Nous avons préparé tout un calendrier des différents événements cette année et déjà #J2I sera représenté par le vice-président chargé communication MAHER MATMATI au challenge STARTUP WEEKEND CARTHAGE 2017 qui aura lieu du 29 septembre au 1er octobre .
Notre ouverture sera pour bientôt.
Et nous réservons pleins d’événements et de surprises pour les #Isammistes.
Bonne rentrée à tous .
#J2I 
#Dont_wait_for_opportunity #Create_It ...",,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/1145465465588138/?type=3,2017-09-28 16:05:59,15,0,6,15,0,0,0,0,0,0,
,"Une conférence matinale dans le cadre d'une journée portant sur l'entrepreneuriat et planification de carrières aura lieu demain a 8h30 a l'ISAMM organisé par les enseignants de l'ISAMM, Club Photo ISAMM , Club Radio ISAMM et Jeunes Ingénieurs ISAMM.",Entreprendre et Planifier sa Carrière,event,https://www.facebook.com/events/1703191956664116/,2016-12-09 15:21:37,0,0,0,0,0,0,0,0,0,0,
,"Lien de l'événement ==> Samedi 10 décembre : 
https://www.facebook.com/events/1703191956664116/?fref=ts",Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/939587486175938/?type=3,2016-12-09 14:34:38,0,0,0,0,0,0,0,0,0,0,
,"Une conférence matinale dans le cadre d'une journée portant sur l'entrepreneuriat et planification de carrières aura lieu le samedi 10 decembre a l'ISAMM à 8h30 organisé par les enseignants de l'ISAMM, Club Photo ISAMM , Club Radio ISAMM et Jeunes Ingénieurs ISAMM.",Entreprendre et Planifier sa Carrière,event,https://www.facebook.com/events/1703191956664116/,2016-12-07 15:59:46,1,0,0,1,0,0,0,0,0,0,
,,Projection-Débat du Film Fleur D'Alep زهرة حلب,event,https://www.facebook.com/events/342405839459317/,2016-12-06 11:41:23,1,0,0,1,0,0,0,0,0,0,
,,Hackaton Tounsi w nghayer,event,https://www.facebook.com/events/1240112242699319/,2016-12-04 19:00:45,0,0,0,0,0,0,0,0,0,0,
,"Une conférence matinale dans le cadre d'une journée portant sur l'entrepreneuriat et planification de carrières aura lieu le samedi 10 decembre a l'ISAMM organisé par les enseignants de l'ISAMM, Club Photo ISAMM , Club Radio ISAMM et Jeunes Ingénieurs ISAMM. 

Plus d'informations vous seront communiquées sur l’événement .",Entreprendre et Planifier sa Carrière,event,https://www.facebook.com/events/1703191956664116/,2016-11-30 15:44:44,0,0,0,0,0,0,0,0,0,0,
,"Tunisian Cloud Training Center (TC)² lance prochainement des sessions de Formations Certifiantes et Thématiques. Pour mieux répondre à vos besoins, (TC)² vous invite à remplir le formulaire sur le lien ci-dessous:  https://goo.gl/FS4h9B",Formations (TC)²,event,https://www.facebook.com/events/196096917467472/,2016-09-27 11:24:16,0,0,0,0,0,0,0,0,0,0,
,"أكيد راهو فما برشة عباد تستحفظ على الدواء و تخبيه لاستعمالو مرة اخرى
اما الي يجرا, كل مرة نمشيو للطبيب ناخذو نفس الدواء على خاطر ننساو الي هو عنا
و بالرغم من هدا تواتي فرص و تستعمل الدواء الي عندك في الدار كي تجي حالة استثنائية في الليل ولا نهار أحد بش تصبر روحك.
و من هوني جات فكرة المبادرة هاذي و المطلوب :
1-  كل شخص يلقا دواء منتهي الصلوحية 
2- يصورو و يهبط الصورة  في الصفحة
3- بالطبيعة بعدها يتخلص منو   ^_^

الهدف: نحافظو على عايلاتنا و أنفسنا",Expirés الدواء الي في دارك ?,event,https://www.facebook.com/events/521338758066612/,2016-07-18 04:41:43,0,0,0,0,0,0,0,0,0,0,
,,Proverbe,photo,https://www.facebook.com/Proverbe/photos/a.391183177920.159569.316835172920/10153800627697921/?type=3,2016-07-05 22:43:15,0,0,0,0,0,0,0,0,0,0,
,,Uprod'it - The Tunisian Freelancers Association,link,http://www.uprodit.com/library/rapportTFD,2016-07-05 08:48:12,2,0,0,2,0,0,0,0,0,0,
,,Proverbe,photo,https://www.facebook.com/Proverbe/photos/a.391183177920.159569.316835172920/10153731519007921/?type=3,2016-06-05 09:35:21,0,0,0,0,0,0,0,0,0,0,
,"BIL est une non-conférence, organisée par des jeunes ‘BILders’, dont le but principal est le partage illimité, inconditionnel et gratuit des connaissances à travers des intervenants de différentes ambitions unis autour du rêve d’un monde meilleur et qui ont pour trait commun une passion pour la sensibilisation de la communauté. Après plusieurs éditions réussites en Tunisie, Association des Jeunes Citoyens Actifs en partenariat avec le Club Jeunes Ingénieurs ISAMM vous présentent BIL: Geek. La journée sera organisée avec  thème ‘’Technologie of tomorrow ‘’où plusieurs speakers s’exprimeront sur scène chacun pour partager leur savoir, leurs expériences, leurs connaissances ou encore amorcer un dialogue avec l'audience.",BIL:Geek,link,https://www.facebook.com/BILGeek-562179513947515/,2016-03-31 04:45:40,3,0,0,3,0,0,0,0,0,0,
